"","Time","cumsum.died","percent.alive","var.level","sim.num","percent.died"
"988",0,0,100,"Higher Infection Tolerance","24 B",0
"989",1,15,85,"Higher Infection Tolerance","24 B",15
"990",2,16,84,"Higher Infection Tolerance","24 B",16
"991",3,16,84,"Higher Infection Tolerance","24 B",16
"992",4,17,83,"Higher Infection Tolerance","24 B",17
"993",5,19,81,"Higher Infection Tolerance","24 B",19
"994",6,19,81,"Higher Infection Tolerance","24 B",19
"995",7,19,81,"Higher Infection Tolerance","24 B",19
"996",8,19,81,"Higher Infection Tolerance","24 B",19
"997",9,21,79,"Higher Infection Tolerance","24 B",21
"998",10,21,79,"Higher Infection Tolerance","24 B",21
"999",11,21,79,"Higher Infection Tolerance","24 B",21
"1000",12,22,78,"Higher Infection Tolerance","24 B",22
"1001",13,22,78,"Higher Infection Tolerance","24 B",22
"1002",14,22,78,"Higher Infection Tolerance","24 B",22
"1003",15,22,78,"Higher Infection Tolerance","24 B",22
"1004",16,23,77,"Higher Infection Tolerance","24 B",23
"1005",17,24,76,"Higher Infection Tolerance","24 B",24
"1006",18,25,75,"Higher Infection Tolerance","24 B",25
"1007",19,25,75,"Higher Infection Tolerance","24 B",25
"1008",20,25,75,"Higher Infection Tolerance","24 B",25
"1009",0,0,100,"Higher Exposure Tolerance","25 A",0
"1010",1,3,97,"Higher Exposure Tolerance","25 A",3
"1011",2,5,95,"Higher Exposure Tolerance","25 A",5
"1012",3,8,92,"Higher Exposure Tolerance","25 A",8
"1013",4,11,89,"Higher Exposure Tolerance","25 A",11
"1014",5,12,88,"Higher Exposure Tolerance","25 A",12
"1015",6,16,84,"Higher Exposure Tolerance","25 A",16
"1016",7,17,83,"Higher Exposure Tolerance","25 A",17
"1017",8,21,79,"Higher Exposure Tolerance","25 A",21
"1018",9,22,78,"Higher Exposure Tolerance","25 A",22
"1019",10,25,75,"Higher Exposure Tolerance","25 A",25
"1020",11,25,75,"Higher Exposure Tolerance","25 A",25
"1021",12,25,75,"Higher Exposure Tolerance","25 A",25
"1022",13,26,74,"Higher Exposure Tolerance","25 A",26
"1023",14,29,71,"Higher Exposure Tolerance","25 A",29
"1024",15,32,68,"Higher Exposure Tolerance","25 A",32
"1025",16,32,68,"Higher Exposure Tolerance","25 A",32
"1026",17,33,67,"Higher Exposure Tolerance","25 A",33
"1027",18,35,65,"Higher Exposure Tolerance","25 A",35
"1028",19,35,65,"Higher Exposure Tolerance","25 A",35
"1029",20,37,63,"Higher Exposure Tolerance","25 A",37
"1030",0,0,100,"Higher Infection Tolerance","25 B",0
"1031",1,13,87,"Higher Infection Tolerance","25 B",13
"1032",2,13,87,"Higher Infection Tolerance","25 B",13
"1033",3,14,86,"Higher Infection Tolerance","25 B",14
"1034",4,14,86,"Higher Infection Tolerance","25 B",14
"1035",5,14,86,"Higher Infection Tolerance","25 B",14
"1036",6,16,84,"Higher Infection Tolerance","25 B",16
"1037",7,16,84,"Higher Infection Tolerance","25 B",16
"1038",8,16,84,"Higher Infection Tolerance","25 B",16
"1039",9,16,84,"Higher Infection Tolerance","25 B",16
"1040",10,19,81,"Higher Infection Tolerance","25 B",19
"1041",11,19,81,"Higher Infection Tolerance","25 B",19
"1042",12,19,81,"Higher Infection Tolerance","25 B",19
"1043",13,19,81,"Higher Infection Tolerance","25 B",19
"1044",14,19,81,"Higher Infection Tolerance","25 B",19
"1045",15,19,81,"Higher Infection Tolerance","25 B",19
"1046",16,19,81,"Higher Infection Tolerance","25 B",19
"1047",17,19,81,"Higher Infection Tolerance","25 B",19
"1048",18,19,81,"Higher Infection Tolerance","25 B",19
"1049",19,21,79,"Higher Infection Tolerance","25 B",21
"1050",20,21,79,"Higher Infection Tolerance","25 B",21
"1051",0,0,100,"Higher Exposure Tolerance","26 A",0
"1052",1,4,96,"Higher Exposure Tolerance","26 A",4
"1053",2,7,93,"Higher Exposure Tolerance","26 A",7
"1054",3,11,89,"Higher Exposure Tolerance","26 A",11
"1055",4,12,88,"Higher Exposure Tolerance","26 A",12
"1056",5,14,86,"Higher Exposure Tolerance","26 A",14
"1057",6,16,84,"Higher Exposure Tolerance","26 A",16
"1058",7,18,82,"Higher Exposure Tolerance","26 A",18
"1059",8,21,79,"Higher Exposure Tolerance","26 A",21
"1060",9,22,78,"Higher Exposure Tolerance","26 A",22
"1061",10,23,77,"Higher Exposure Tolerance","26 A",23
"1062",11,26,74,"Higher Exposure Tolerance","26 A",26
"1063",12,29,71,"Higher Exposure Tolerance","26 A",29
"1064",13,31,69,"Higher Exposure Tolerance","26 A",31
"1065",14,33,67,"Higher Exposure Tolerance","26 A",33
"1066",15,35,65,"Higher Exposure Tolerance","26 A",35
"1067",16,38,62,"Higher Exposure Tolerance","26 A",38
"1068",17,41,59,"Higher Exposure Tolerance","26 A",41
"1069",18,41,59,"Higher Exposure Tolerance","26 A",41
"1070",19,42,58,"Higher Exposure Tolerance","26 A",42
"1071",20,43,57,"Higher Exposure Tolerance","26 A",43
"1072",0,0,100,"Higher Infection Tolerance","26 B",0
"1073",1,9,91,"Higher Infection Tolerance","26 B",9
"1074",2,10,90,"Higher Infection Tolerance","26 B",10
"1075",3,10,90,"Higher Infection Tolerance","26 B",10
"1076",4,10,90,"Higher Infection Tolerance","26 B",10
"1077",5,11,89,"Higher Infection Tolerance","26 B",11
"1078",6,11,89,"Higher Infection Tolerance","26 B",11
"1079",7,12,88,"Higher Infection Tolerance","26 B",12
"1080",8,13,87,"Higher Infection Tolerance","26 B",13
"1081",9,14,86,"Higher Infection Tolerance","26 B",14
"1082",10,15,85,"Higher Infection Tolerance","26 B",15
"1083",11,17,83,"Higher Infection Tolerance","26 B",17
"1084",12,17,83,"Higher Infection Tolerance","26 B",17
"1085",13,17,83,"Higher Infection Tolerance","26 B",17
"1086",14,18,82,"Higher Infection Tolerance","26 B",18
"1087",15,19,81,"Higher Infection Tolerance","26 B",19
"1088",16,20,80,"Higher Infection Tolerance","26 B",20
"1089",17,20,80,"Higher Infection Tolerance","26 B",20
"1090",18,22,78,"Higher Infection Tolerance","26 B",22
"1091",19,22,78,"Higher Infection Tolerance","26 B",22
"1092",20,23,77,"Higher Infection Tolerance","26 B",23
"1093",0,0,100,"Higher Exposure Tolerance","27 A",0
"1094",1,3,97,"Higher Exposure Tolerance","27 A",3
"1095",2,8,92,"Higher Exposure Tolerance","27 A",8
"1096",3,13,87,"Higher Exposure Tolerance","27 A",13
"1097",4,14,86,"Higher Exposure Tolerance","27 A",14
"1098",5,15,85,"Higher Exposure Tolerance","27 A",15
"1099",6,17,83,"Higher Exposure Tolerance","27 A",17
"1100",7,22,78,"Higher Exposure Tolerance","27 A",22
"1101",8,23,77,"Higher Exposure Tolerance","27 A",23
"1102",9,26,74,"Higher Exposure Tolerance","27 A",26
"1103",10,30,70,"Higher Exposure Tolerance","27 A",30
"1104",11,34,66,"Higher Exposure Tolerance","27 A",34
"1105",12,34,66,"Higher Exposure Tolerance","27 A",34
"1106",13,37,63,"Higher Exposure Tolerance","27 A",37
"1107",14,38,62,"Higher Exposure Tolerance","27 A",38
"1108",15,40,60,"Higher Exposure Tolerance","27 A",40
"1109",16,42,58,"Higher Exposure Tolerance","27 A",42
"1110",17,42,58,"Higher Exposure Tolerance","27 A",42
"1111",18,43,57,"Higher Exposure Tolerance","27 A",43
"1112",19,43,57,"Higher Exposure Tolerance","27 A",43
"1113",20,45,55,"Higher Exposure Tolerance","27 A",45
"1114",0,0,100,"Higher Infection Tolerance","27 B",0
"1115",1,16,84,"Higher Infection Tolerance","27 B",16
"1116",2,16,84,"Higher Infection Tolerance","27 B",16
"1117",3,16,84,"Higher Infection Tolerance","27 B",16
"1118",4,18,82,"Higher Infection Tolerance","27 B",18
"1119",5,18,82,"Higher Infection Tolerance","27 B",18
"1120",6,20,80,"Higher Infection Tolerance","27 B",20
"1121",7,20,80,"Higher Infection Tolerance","27 B",20
"1122",8,21,79,"Higher Infection Tolerance","27 B",21
"1123",9,21,79,"Higher Infection Tolerance","27 B",21
"1124",10,22,78,"Higher Infection Tolerance","27 B",22
"1125",11,22,78,"Higher Infection Tolerance","27 B",22
"1126",12,23,77,"Higher Infection Tolerance","27 B",23
"1127",13,23,77,"Higher Infection Tolerance","27 B",23
"1128",14,23,77,"Higher Infection Tolerance","27 B",23
"1129",15,25,75,"Higher Infection Tolerance","27 B",25
"1130",16,26,74,"Higher Infection Tolerance","27 B",26
"1131",17,26,74,"Higher Infection Tolerance","27 B",26
"1132",18,26,74,"Higher Infection Tolerance","27 B",26
"1133",19,26,74,"Higher Infection Tolerance","27 B",26
"1134",20,27,73,"Higher Infection Tolerance","27 B",27
"1135",0,0,100,"Higher Exposure Tolerance","28 A",0
"1136",1,0,100,"Higher Exposure Tolerance","28 A",0
"1137",2,0,100,"Higher Exposure Tolerance","28 A",0
"1138",3,0,100,"Higher Exposure Tolerance","28 A",0
"1139",4,1,99,"Higher Exposure Tolerance","28 A",1
"1140",5,4,96,"Higher Exposure Tolerance","28 A",4
"1141",6,10,90,"Higher Exposure Tolerance","28 A",10
"1142",7,16,84,"Higher Exposure Tolerance","28 A",16
"1143",8,23,77,"Higher Exposure Tolerance","28 A",23
"1144",9,23,77,"Higher Exposure Tolerance","28 A",23
"1145",10,27,73,"Higher Exposure Tolerance","28 A",27
"1146",11,28,72,"Higher Exposure Tolerance","28 A",28
"1147",12,31,69,"Higher Exposure Tolerance","28 A",31
"1148",13,33,67,"Higher Exposure Tolerance","28 A",33
"1149",14,35,65,"Higher Exposure Tolerance","28 A",35
"1150",15,37,63,"Higher Exposure Tolerance","28 A",37
"1151",16,41,59,"Higher Exposure Tolerance","28 A",41
"1152",17,41,59,"Higher Exposure Tolerance","28 A",41
"1153",18,41,59,"Higher Exposure Tolerance","28 A",41
"1154",19,43,57,"Higher Exposure Tolerance","28 A",43
"1155",20,43,57,"Higher Exposure Tolerance","28 A",43
"1156",0,0,100,"Higher Infection Tolerance","28 B",0
"1157",1,14,86,"Higher Infection Tolerance","28 B",14
"1158",2,14,86,"Higher Infection Tolerance","28 B",14
"1159",3,15,85,"Higher Infection Tolerance","28 B",15
"1160",4,17,83,"Higher Infection Tolerance","28 B",17
"1161",5,17,83,"Higher Infection Tolerance","28 B",17
"1162",6,17,83,"Higher Infection Tolerance","28 B",17
"1163",7,18,82,"Higher Infection Tolerance","28 B",18
"1164",8,18,82,"Higher Infection Tolerance","28 B",18
"1165",9,19,81,"Higher Infection Tolerance","28 B",19
"1166",10,20,80,"Higher Infection Tolerance","28 B",20
"1167",11,20,80,"Higher Infection Tolerance","28 B",20
"1168",12,20,80,"Higher Infection Tolerance","28 B",20
"1169",13,21,79,"Higher Infection Tolerance","28 B",21
"1170",14,23,77,"Higher Infection Tolerance","28 B",23
"1171",15,23,77,"Higher Infection Tolerance","28 B",23
"1172",16,23,77,"Higher Infection Tolerance","28 B",23
"1173",17,24,76,"Higher Infection Tolerance","28 B",24
"1174",18,25,75,"Higher Infection Tolerance","28 B",25
"1175",19,25,75,"Higher Infection Tolerance","28 B",25
"1176",20,25,75,"Higher Infection Tolerance","28 B",25
"1177",0,0,100,"Higher Exposure Tolerance","29 A",0
"1178",1,2,98,"Higher Exposure Tolerance","29 A",2
"1179",2,5,95,"Higher Exposure Tolerance","29 A",5
"1180",3,8,92,"Higher Exposure Tolerance","29 A",8
"1181",4,10,90,"Higher Exposure Tolerance","29 A",10
"1182",5,14,86,"Higher Exposure Tolerance","29 A",14
"1183",6,16,84,"Higher Exposure Tolerance","29 A",16
"1184",7,18,82,"Higher Exposure Tolerance","29 A",18
"1185",8,21,79,"Higher Exposure Tolerance","29 A",21
"1186",9,27,73,"Higher Exposure Tolerance","29 A",27
"1187",10,30,70,"Higher Exposure Tolerance","29 A",30
"1188",11,30,70,"Higher Exposure Tolerance","29 A",30
"1189",12,30,70,"Higher Exposure Tolerance","29 A",30
"1190",13,33,67,"Higher Exposure Tolerance","29 A",33
"1191",14,34,66,"Higher Exposure Tolerance","29 A",34
"1192",15,39,61,"Higher Exposure Tolerance","29 A",39
"1193",16,43,57,"Higher Exposure Tolerance","29 A",43
"1194",17,46,54,"Higher Exposure Tolerance","29 A",46
"1195",18,47,53,"Higher Exposure Tolerance","29 A",47
"1196",19,48,52,"Higher Exposure Tolerance","29 A",48
"1197",20,50,50,"Higher Exposure Tolerance","29 A",50
"1198",0,0,100,"Higher Infection Tolerance","29 B",0
"1199",1,13,87,"Higher Infection Tolerance","29 B",13
"1200",2,13,87,"Higher Infection Tolerance","29 B",13
"1201",3,13,87,"Higher Infection Tolerance","29 B",13
"1202",4,13,87,"Higher Infection Tolerance","29 B",13
"1203",5,13,87,"Higher Infection Tolerance","29 B",13
"1204",6,13,87,"Higher Infection Tolerance","29 B",13
"1205",7,14,86,"Higher Infection Tolerance","29 B",14
"1206",8,14,86,"Higher Infection Tolerance","29 B",14
"1207",9,14,86,"Higher Infection Tolerance","29 B",14
"1208",10,14,86,"Higher Infection Tolerance","29 B",14
"1209",11,14,86,"Higher Infection Tolerance","29 B",14
"1210",12,14,86,"Higher Infection Tolerance","29 B",14
"1211",13,15,85,"Higher Infection Tolerance","29 B",15
"1212",14,15,85,"Higher Infection Tolerance","29 B",15
"1213",15,15,85,"Higher Infection Tolerance","29 B",15
"1214",16,15,85,"Higher Infection Tolerance","29 B",15
"1215",17,15,85,"Higher Infection Tolerance","29 B",15
"1216",18,15,85,"Higher Infection Tolerance","29 B",15
"1217",19,16,84,"Higher Infection Tolerance","29 B",16
"1218",20,16,84,"Higher Infection Tolerance","29 B",16
"1219",0,0,100,"Higher Exposure Tolerance","30 A",0
"1220",1,2,98,"Higher Exposure Tolerance","30 A",2
"1221",2,6,94,"Higher Exposure Tolerance","30 A",6
"1222",3,9,91,"Higher Exposure Tolerance","30 A",9
"1223",4,12,88,"Higher Exposure Tolerance","30 A",12
"1224",5,15,85,"Higher Exposure Tolerance","30 A",15
"1225",6,17,83,"Higher Exposure Tolerance","30 A",17
"1226",7,18,82,"Higher Exposure Tolerance","30 A",18
"1227",8,19,81,"Higher Exposure Tolerance","30 A",19
"1228",9,20,80,"Higher Exposure Tolerance","30 A",20
"1229",10,20,80,"Higher Exposure Tolerance","30 A",20
"1230",11,22,78,"Higher Exposure Tolerance","30 A",22
"1231",12,22,78,"Higher Exposure Tolerance","30 A",22
"1232",13,25,75,"Higher Exposure Tolerance","30 A",25
"1233",14,25,75,"Higher Exposure Tolerance","30 A",25
"1234",15,27,73,"Higher Exposure Tolerance","30 A",27
"1235",16,28,72,"Higher Exposure Tolerance","30 A",28
"1236",17,31,69,"Higher Exposure Tolerance","30 A",31
"1237",18,33,67,"Higher Exposure Tolerance","30 A",33
"1238",19,36,64,"Higher Exposure Tolerance","30 A",36
"1239",20,38,62,"Higher Exposure Tolerance","30 A",38
"1240",0,0,100,"Higher Infection Tolerance","30 B",0
"1241",1,15,85,"Higher Infection Tolerance","30 B",15
"1242",2,15,85,"Higher Infection Tolerance","30 B",15
"1243",3,15,85,"Higher Infection Tolerance","30 B",15
"1244",4,15,85,"Higher Infection Tolerance","30 B",15
"1245",5,16,84,"Higher Infection Tolerance","30 B",16
"1246",6,18,82,"Higher Infection Tolerance","30 B",18
"1247",7,18,82,"Higher Infection Tolerance","30 B",18
"1248",8,18,82,"Higher Infection Tolerance","30 B",18
"1249",9,19,81,"Higher Infection Tolerance","30 B",19
"1250",10,19,81,"Higher Infection Tolerance","30 B",19
"1251",11,19,81,"Higher Infection Tolerance","30 B",19
"1252",12,21,79,"Higher Infection Tolerance","30 B",21
"1253",13,21,79,"Higher Infection Tolerance","30 B",21
"1254",14,21,79,"Higher Infection Tolerance","30 B",21
"1255",15,21,79,"Higher Infection Tolerance","30 B",21
"1256",16,21,79,"Higher Infection Tolerance","30 B",21
"1257",17,21,79,"Higher Infection Tolerance","30 B",21
"1258",18,21,79,"Higher Infection Tolerance","30 B",21
"1259",19,22,78,"Higher Infection Tolerance","30 B",22
"1260",20,22,78,"Higher Infection Tolerance","30 B",22
"1261",0,0,100,"Higher Exposure Tolerance","31 A",0
"1262",1,3,97,"Higher Exposure Tolerance","31 A",3
"1263",2,3,97,"Higher Exposure Tolerance","31 A",3
"1264",3,4,96,"Higher Exposure Tolerance","31 A",4
"1265",4,6,94,"Higher Exposure Tolerance","31 A",6
"1266",5,9,91,"Higher Exposure Tolerance","31 A",9
"1267",6,13,87,"Higher Exposure Tolerance","31 A",13
"1268",7,16,84,"Higher Exposure Tolerance","31 A",16
"1269",8,20,80,"Higher Exposure Tolerance","31 A",20
"1270",9,22,78,"Higher Exposure Tolerance","31 A",22
"1271",10,24,76,"Higher Exposure Tolerance","31 A",24
"1272",11,28,72,"Higher Exposure Tolerance","31 A",28
"1273",12,29,71,"Higher Exposure Tolerance","31 A",29
"1274",13,33,67,"Higher Exposure Tolerance","31 A",33
"1275",14,34,66,"Higher Exposure Tolerance","31 A",34
"1276",15,35,65,"Higher Exposure Tolerance","31 A",35
"1277",16,36,64,"Higher Exposure Tolerance","31 A",36
"1278",17,37,63,"Higher Exposure Tolerance","31 A",37
"1279",18,39,61,"Higher Exposure Tolerance","31 A",39
"1280",19,40,60,"Higher Exposure Tolerance","31 A",40
"1281",20,41,59,"Higher Exposure Tolerance","31 A",41
"1282",0,0,100,"Higher Infection Tolerance","31 B",0
"1283",1,12,88,"Higher Infection Tolerance","31 B",12
"1284",2,13,87,"Higher Infection Tolerance","31 B",13
"1285",3,15,85,"Higher Infection Tolerance","31 B",15
"1286",4,16,84,"Higher Infection Tolerance","31 B",16
"1287",5,16,84,"Higher Infection Tolerance","31 B",16
"1288",6,17,83,"Higher Infection Tolerance","31 B",17
"1289",7,17,83,"Higher Infection Tolerance","31 B",17
"1290",8,19,81,"Higher Infection Tolerance","31 B",19
"1291",9,21,79,"Higher Infection Tolerance","31 B",21
"1292",10,21,79,"Higher Infection Tolerance","31 B",21
"1293",11,21,79,"Higher Infection Tolerance","31 B",21
"1294",12,22,78,"Higher Infection Tolerance","31 B",22
"1295",13,22,78,"Higher Infection Tolerance","31 B",22
"1296",14,23,77,"Higher Infection Tolerance","31 B",23
"1297",15,23,77,"Higher Infection Tolerance","31 B",23
"1298",16,23,77,"Higher Infection Tolerance","31 B",23
"1299",17,23,77,"Higher Infection Tolerance","31 B",23
"1300",18,23,77,"Higher Infection Tolerance","31 B",23
"1301",19,24,76,"Higher Infection Tolerance","31 B",24
"1302",20,25,75,"Higher Infection Tolerance","31 B",25
"1303",0,0,100,"Higher Exposure Tolerance","32 A",0
"1304",1,4,96,"Higher Exposure Tolerance","32 A",4
"1305",2,6,94,"Higher Exposure Tolerance","32 A",6
"1306",3,10,90,"Higher Exposure Tolerance","32 A",10
"1307",4,11,89,"Higher Exposure Tolerance","32 A",11
"1308",5,13,87,"Higher Exposure Tolerance","32 A",13
"1309",6,15,85,"Higher Exposure Tolerance","32 A",15
"1310",7,19,81,"Higher Exposure Tolerance","32 A",19
"1311",8,23,77,"Higher Exposure Tolerance","32 A",23
"1312",9,24,76,"Higher Exposure Tolerance","32 A",24
"1313",10,26,74,"Higher Exposure Tolerance","32 A",26
"1314",11,31,69,"Higher Exposure Tolerance","32 A",31
"1315",12,35,65,"Higher Exposure Tolerance","32 A",35
"1316",13,37,63,"Higher Exposure Tolerance","32 A",37
"1317",14,40,60,"Higher Exposure Tolerance","32 A",40
"1318",15,41,59,"Higher Exposure Tolerance","32 A",41
"1319",16,42,58,"Higher Exposure Tolerance","32 A",42
"1320",17,45,55,"Higher Exposure Tolerance","32 A",45
"1321",18,45,55,"Higher Exposure Tolerance","32 A",45
"1322",19,48,52,"Higher Exposure Tolerance","32 A",48
"1323",20,48,52,"Higher Exposure Tolerance","32 A",48
"1324",0,0,100,"Higher Infection Tolerance","32 B",0
"1325",1,14,86,"Higher Infection Tolerance","32 B",14
"1326",2,14,86,"Higher Infection Tolerance","32 B",14
"1327",3,14,86,"Higher Infection Tolerance","32 B",14
"1328",4,14,86,"Higher Infection Tolerance","32 B",14
"1329",5,14,86,"Higher Infection Tolerance","32 B",14
"1330",6,14,86,"Higher Infection Tolerance","32 B",14
"1331",7,15,85,"Higher Infection Tolerance","32 B",15
"1332",8,15,85,"Higher Infection Tolerance","32 B",15
"1333",9,16,84,"Higher Infection Tolerance","32 B",16
"1334",10,16,84,"Higher Infection Tolerance","32 B",16
"1335",11,16,84,"Higher Infection Tolerance","32 B",16
"1336",12,16,84,"Higher Infection Tolerance","32 B",16
"1337",13,18,82,"Higher Infection Tolerance","32 B",18
"1338",14,19,81,"Higher Infection Tolerance","32 B",19
"1339",15,19,81,"Higher Infection Tolerance","32 B",19
"1340",16,19,81,"Higher Infection Tolerance","32 B",19
"1341",17,19,81,"Higher Infection Tolerance","32 B",19
"1342",18,19,81,"Higher Infection Tolerance","32 B",19
"1343",19,19,81,"Higher Infection Tolerance","32 B",19
"1344",20,20,80,"Higher Infection Tolerance","32 B",20
"1345",0,0,100,"Higher Exposure Tolerance","33 A",0
"1346",1,2,98,"Higher Exposure Tolerance","33 A",2
"1347",2,6,94,"Higher Exposure Tolerance","33 A",6
"1348",3,9,91,"Higher Exposure Tolerance","33 A",9
"1349",4,13,87,"Higher Exposure Tolerance","33 A",13
"1350",5,14,86,"Higher Exposure Tolerance","33 A",14
"1351",6,17,83,"Higher Exposure Tolerance","33 A",17
"1352",7,20,80,"Higher Exposure Tolerance","33 A",20
"1353",8,23,77,"Higher Exposure Tolerance","33 A",23
"1354",9,25,75,"Higher Exposure Tolerance","33 A",25
"1355",10,30,70,"Higher Exposure Tolerance","33 A",30
"1356",11,30,70,"Higher Exposure Tolerance","33 A",30
"1357",12,31,69,"Higher Exposure Tolerance","33 A",31
"1358",13,35,65,"Higher Exposure Tolerance","33 A",35
"1359",14,38,62,"Higher Exposure Tolerance","33 A",38
"1360",15,42,58,"Higher Exposure Tolerance","33 A",42
"1361",16,43,57,"Higher Exposure Tolerance","33 A",43
"1362",17,43,57,"Higher Exposure Tolerance","33 A",43
"1363",18,46,54,"Higher Exposure Tolerance","33 A",46
"1364",19,47,53,"Higher Exposure Tolerance","33 A",47
"1365",20,48,52,"Higher Exposure Tolerance","33 A",48
"1366",0,0,100,"Higher Infection Tolerance","33 B",0
"1367",1,17,83,"Higher Infection Tolerance","33 B",17
"1368",2,17,83,"Higher Infection Tolerance","33 B",17
"1369",3,18,82,"Higher Infection Tolerance","33 B",18
"1370",4,18,82,"Higher Infection Tolerance","33 B",18
"1371",5,18,82,"Higher Infection Tolerance","33 B",18
"1372",6,18,82,"Higher Infection Tolerance","33 B",18
"1373",7,18,82,"Higher Infection Tolerance","33 B",18
"1374",8,18,82,"Higher Infection Tolerance","33 B",18
"1375",9,19,81,"Higher Infection Tolerance","33 B",19
"1376",10,19,81,"Higher Infection Tolerance","33 B",19
"1377",11,19,81,"Higher Infection Tolerance","33 B",19
"1378",12,19,81,"Higher Infection Tolerance","33 B",19
"1379",13,19,81,"Higher Infection Tolerance","33 B",19
"1380",14,19,81,"Higher Infection Tolerance","33 B",19
"1381",15,19,81,"Higher Infection Tolerance","33 B",19
"1382",16,19,81,"Higher Infection Tolerance","33 B",19
"1383",17,19,81,"Higher Infection Tolerance","33 B",19
"1384",18,20,80,"Higher Infection Tolerance","33 B",20
"1385",19,20,80,"Higher Infection Tolerance","33 B",20
"1386",20,20,80,"Higher Infection Tolerance","33 B",20
"1387",0,0,100,"Higher Exposure Tolerance","34 A",0
"1388",1,3,97,"Higher Exposure Tolerance","34 A",3
"1389",2,5,95,"Higher Exposure Tolerance","34 A",5
"1390",3,10,90,"Higher Exposure Tolerance","34 A",10
"1391",4,14,86,"Higher Exposure Tolerance","34 A",14
"1392",5,16,84,"Higher Exposure Tolerance","34 A",16
"1393",6,20,80,"Higher Exposure Tolerance","34 A",20
"1394",7,22,78,"Higher Exposure Tolerance","34 A",22
"1395",8,28,72,"Higher Exposure Tolerance","34 A",28
"1396",9,32,68,"Higher Exposure Tolerance","34 A",32
"1397",10,33,67,"Higher Exposure Tolerance","34 A",33
"1398",11,34,66,"Higher Exposure Tolerance","34 A",34
"1399",12,34,66,"Higher Exposure Tolerance","34 A",34
"1400",13,34,66,"Higher Exposure Tolerance","34 A",34
"1401",14,39,61,"Higher Exposure Tolerance","34 A",39
"1402",15,41,59,"Higher Exposure Tolerance","34 A",41
"1403",16,44,56,"Higher Exposure Tolerance","34 A",44
"1404",17,44,56,"Higher Exposure Tolerance","34 A",44
"1405",18,46,54,"Higher Exposure Tolerance","34 A",46
"1406",19,47,53,"Higher Exposure Tolerance","34 A",47
"1407",20,47,53,"Higher Exposure Tolerance","34 A",47
"1408",0,0,100,"Higher Infection Tolerance","34 B",0
"1409",1,14,86,"Higher Infection Tolerance","34 B",14
"1410",2,14,86,"Higher Infection Tolerance","34 B",14
"1411",3,14,86,"Higher Infection Tolerance","34 B",14
"1412",4,14,86,"Higher Infection Tolerance","34 B",14
"1413",5,14,86,"Higher Infection Tolerance","34 B",14
"1414",6,14,86,"Higher Infection Tolerance","34 B",14
"1415",7,15,85,"Higher Infection Tolerance","34 B",15
"1416",8,16,84,"Higher Infection Tolerance","34 B",16
"1417",9,16,84,"Higher Infection Tolerance","34 B",16
"1418",10,17,83,"Higher Infection Tolerance","34 B",17
"1419",11,17,83,"Higher Infection Tolerance","34 B",17
"1420",12,17,83,"Higher Infection Tolerance","34 B",17
"1421",13,17,83,"Higher Infection Tolerance","34 B",17
"1422",14,17,83,"Higher Infection Tolerance","34 B",17
"1423",15,18,82,"Higher Infection Tolerance","34 B",18
"1424",16,18,82,"Higher Infection Tolerance","34 B",18
"1425",17,19,81,"Higher Infection Tolerance","34 B",19
"1426",18,19,81,"Higher Infection Tolerance","34 B",19
"1427",19,20,80,"Higher Infection Tolerance","34 B",20
"1428",20,20,80,"Higher Infection Tolerance","34 B",20
"1429",0,0,100,"Higher Exposure Tolerance","35 A",0
"1430",1,4,96,"Higher Exposure Tolerance","35 A",4
"1431",2,9,91,"Higher Exposure Tolerance","35 A",9
"1432",3,12,88,"Higher Exposure Tolerance","35 A",12
"1433",4,18,82,"Higher Exposure Tolerance","35 A",18
"1434",5,20,80,"Higher Exposure Tolerance","35 A",20
"1435",6,24,76,"Higher Exposure Tolerance","35 A",24
"1436",7,25,75,"Higher Exposure Tolerance","35 A",25
"1437",8,29,71,"Higher Exposure Tolerance","35 A",29
"1438",9,29,71,"Higher Exposure Tolerance","35 A",29
"1439",10,29,71,"Higher Exposure Tolerance","35 A",29
"1440",11,32,68,"Higher Exposure Tolerance","35 A",32
"1441",12,34,66,"Higher Exposure Tolerance","35 A",34
"1442",13,36,64,"Higher Exposure Tolerance","35 A",36
"1443",14,37,63,"Higher Exposure Tolerance","35 A",37
"1444",15,39,61,"Higher Exposure Tolerance","35 A",39
"1445",16,40,60,"Higher Exposure Tolerance","35 A",40
"1446",17,41,59,"Higher Exposure Tolerance","35 A",41
"1447",18,42,58,"Higher Exposure Tolerance","35 A",42
"1448",19,43,57,"Higher Exposure Tolerance","35 A",43
"1449",20,43,57,"Higher Exposure Tolerance","35 A",43
"1450",0,0,100,"Higher Infection Tolerance","35 B",0
"1451",1,15,85,"Higher Infection Tolerance","35 B",15
"1452",2,16,84,"Higher Infection Tolerance","35 B",16
"1453",3,16,84,"Higher Infection Tolerance","35 B",16
"1454",4,16,84,"Higher Infection Tolerance","35 B",16
"1455",5,19,81,"Higher Infection Tolerance","35 B",19
"1456",6,20,80,"Higher Infection Tolerance","35 B",20
"1457",7,20,80,"Higher Infection Tolerance","35 B",20
"1458",8,22,78,"Higher Infection Tolerance","35 B",22
"1459",9,22,78,"Higher Infection Tolerance","35 B",22
"1460",10,22,78,"Higher Infection Tolerance","35 B",22
"1461",11,23,77,"Higher Infection Tolerance","35 B",23
