"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","samplingday"
"ind15147",30,180,29,18,18,0,0,0,0,0,1,18,16,"Higher Infection Resistance","48","48","Day1"
"ind16147",30,180,30,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","48","48","Day1"
"ind17147",30,180,29,16,16,0,0,0,0,0,1,16,11,"Higher Infection Resistance","48","48","Day1"
"ind18147",30,180,28,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","48","48","Day1"
"ind19147",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","48","48","Day1"
"ind20147",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Infection Resistance","48","48","Day1"
"ind1192",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","49","49","Day1"
"ind258",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","49","49","Day1"
"ind358",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","49","49","Day1"
"ind458",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","49","49","Day1"
"ind558",30,180,30,18,18,0,0,0,0,0,1,18,13,"Higher Clearance","49","49","Day1"
"ind658",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","49","49","Day1"
"ind758",30,180,29,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","49","49","Day1"
"ind858",30,180,30,13,13,0,0,0,0,0,1,13,10,"Higher Clearance","49","49","Day1"
"ind958",30,180,29,23,23,0,0,0,0,0,1,23,23,"Higher Clearance","49","49","Day1"
"ind1058",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","49","49","Day1"
"ind1193",30,180,30,23,23,0,0,0,0,0,1,23,19,"Higher Clearance","49","49","Day1"
"ind1259",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","49","49","Day1"
"ind1358",30,180,30,23,23,0,0,0,0,0,1,23,19,"Higher Clearance","49","49","Day1"
"ind1458",30,180,28,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","49","49","Day1"
"ind1558",30,180,28,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","49","49","Day1"
"ind1658",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","49","49","Day1"
"ind1758",30,180,30,20,20,0,0,0,0,0,1,20,20,"Higher Clearance","49","49","Day1"
"ind1858",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","49","49","Day1"
"ind1958",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","49","49","Day1"
"ind2058",30,180,30,22,22,0,0,0,0,0,1,22,19,"Higher Clearance","49","49","Day1"
"ind11048",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","49","49","Day1"
"ind2148",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Infection Resistance","49","49","Day1"
"ind3148",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","49","49","Day1"
"ind4148",30,180,29,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","49","49","Day1"
"ind5148",30,180,28,9,9,0,0,0,0,0,1,9,9,"Higher Infection Resistance","49","49","Day1"
"ind6148",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Infection Resistance","49","49","Day1"
"ind7148",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","49","49","Day1"
"ind8148",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","49","49","Day1"
"ind9148",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","49","49","Day1"
"ind10148",30,180,29,16,16,0,0,0,0,0,1,16,11,"Higher Infection Resistance","49","49","Day1"
"ind11150",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","49","49","Day1"
"ind12149",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Infection Resistance","49","49","Day1"
"ind13148",30,180,29,9,9,0,0,0,0,0,1,9,7,"Higher Infection Resistance","49","49","Day1"
"ind14148",30,180,29,18,18,0,0,0,0,0,1,18,15,"Higher Infection Resistance","49","49","Day1"
"ind15148",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","49","49","Day1"
"ind16148",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","49","49","Day1"
"ind17148",30,180,29,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","49","49","Day1"
"ind18148",30,180,30,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","49","49","Day1"
"ind19148",30,180,29,10,10,0,0,0,0,0,1,10,8,"Higher Infection Resistance","49","49","Day1"
"ind20148",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","49","49","Day1"
"ind1194",30,180,30,21,21,0,0,0,0,0,1,21,21,"Higher Clearance","50","50","Day1"
"ind259",30,180,29,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","50","50","Day1"
"ind359",30,180,30,19,19,0,0,0,0,0,1,19,14,"Higher Clearance","50","50","Day1"
"ind459",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","50","50","Day1"
"ind559",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","50","50","Day1"
"ind659",30,180,30,22,22,0,0,0,0,0,1,22,22,"Higher Clearance","50","50","Day1"
"ind759",30,180,29,22,22,0,0,0,0,0,1,22,17,"Higher Clearance","50","50","Day1"
"ind859",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Clearance","50","50","Day1"
"ind959",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","50","50","Day1"
"ind1059",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","50","50","Day1"
"ind1195",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","50","50","Day1"
"ind1260",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","50","50","Day1"
"ind1359",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","50","50","Day1"
"ind1459",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","50","50","Day1"
"ind1559",30,180,29,16,16,0,0,0,0,0,1,16,16,"Higher Clearance","50","50","Day1"
"ind1659",30,180,30,27,27,0,0,0,0,0,1,27,24,"Higher Clearance","50","50","Day1"
"ind1759",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","50","50","Day1"
"ind1859",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","50","50","Day1"
"ind1959",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","50","50","Day1"
"ind2059",30,180,29,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","50","50","Day1"
"ind11049",30,180,30,22,22,0,0,0,0,0,1,22,18,"Higher Infection Resistance","50","50","Day1"
"ind2149",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","50","50","Day1"
"ind3149",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","50","50","Day1"
"ind4149",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","50","50","Day1"
"ind5149",30,180,30,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","50","50","Day1"
"ind6149",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","50","50","Day1"
"ind7149",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","50","50","Day1"
"ind8149",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Infection Resistance","50","50","Day1"
"ind9149",30,180,30,14,14,0,0,0,0,0,1,14,10,"Higher Infection Resistance","50","50","Day1"
"ind10149",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","50","50","Day1"
"ind11151",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","50","50","Day1"
"ind12150",30,180,30,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","50","50","Day1"
"ind13149",30,180,30,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","50","50","Day1"
"ind14149",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","50","50","Day1"
"ind15149",30,180,30,11,11,0,0,0,0,0,1,11,8,"Higher Infection Resistance","50","50","Day1"
"ind16149",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","50","50","Day1"
"ind17149",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","50","50","Day1"
"ind18149",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","50","50","Day1"
"ind19149",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","50","50","Day1"
"ind20149",30,180,30,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","50","50","Day1"
"ind1196",30,180,30,27,27,0,0,0,0,0,1,27,26,"Higher Clearance","51","51","Day1"
"ind260",30,180,29,20,20,0,0,0,0,0,1,20,20,"Higher Clearance","51","51","Day1"
"ind360",30,180,29,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","51","51","Day1"
"ind460",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","51","51","Day1"
"ind560",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","51","51","Day1"
"ind660",30,180,30,24,24,0,0,0,0,0,1,24,22,"Higher Clearance","51","51","Day1"
"ind760",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","51","51","Day1"
"ind860",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","51","51","Day1"
"ind960",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","51","51","Day1"
"ind1060",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","51","51","Day1"
"ind1197",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","51","51","Day1"
"ind1261",30,180,28,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","51","51","Day1"
"ind1360",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Clearance","51","51","Day1"
"ind1460",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","51","51","Day1"
"ind1560",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","51","51","Day1"
"ind1660",30,180,29,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","51","51","Day1"
"ind1760",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","51","51","Day1"
"ind1860",30,180,28,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","51","51","Day1"
"ind1960",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","51","51","Day1"
"ind2060",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","51","51","Day1"
"ind11050",30,180,30,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","51","51","Day1"
"ind2150",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","51","51","Day1"
"ind3150",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","51","51","Day1"
"ind4150",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","51","51","Day1"
"ind5150",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","51","51","Day1"
"ind6150",30,180,30,10,10,0,0,0,0,0,1,10,10,"Higher Infection Resistance","51","51","Day1"
"ind7150",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","51","51","Day1"
"ind8150",30,180,29,20,20,0,0,0,0,0,1,20,19,"Higher Infection Resistance","51","51","Day1"
"ind9150",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","51","51","Day1"
"ind10150",30,180,29,9,9,0,0,0,0,0,1,9,9,"Higher Infection Resistance","51","51","Day1"
"ind11152",30,180,30,8,8,0,0,0,0,0,1,8,7,"Higher Infection Resistance","51","51","Day1"
"ind12151",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","51","51","Day1"
"ind13150",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","51","51","Day1"
"ind14150",30,180,30,18,18,0,0,0,0,0,1,18,14,"Higher Infection Resistance","51","51","Day1"
"ind15150",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","51","51","Day1"
"ind16150",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","51","51","Day1"
"ind17150",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","51","51","Day1"
"ind18150",30,180,29,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","51","51","Day1"
"ind19150",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","51","51","Day1"
"ind20150",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","51","51","Day1"
"ind1198",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","52","52","Day1"
"ind261",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","52","52","Day1"
"ind361",30,180,30,20,20,0,0,0,0,0,1,20,16,"Higher Clearance","52","52","Day1"
"ind461",30,180,28,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","52","52","Day1"
"ind561",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","52","52","Day1"
"ind661",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Clearance","52","52","Day1"
"ind761",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","52","52","Day1"
"ind861",30,180,30,16,16,0,0,0,0,0,1,16,12,"Higher Clearance","52","52","Day1"
"ind961",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","52","52","Day1"
"ind1061",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","52","52","Day1"
"ind1199",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","52","52","Day1"
"ind1262",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","52","52","Day1"
"ind1361",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","52","52","Day1"
"ind1461",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","52","52","Day1"
"ind1561",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","52","52","Day1"
"ind1661",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","52","52","Day1"
"ind1761",30,180,30,22,22,0,0,0,0,0,1,22,19,"Higher Clearance","52","52","Day1"
"ind1861",30,180,30,24,24,0,0,0,0,0,1,24,24,"Higher Clearance","52","52","Day1"
"ind1961",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","52","52","Day1"
"ind2061",30,180,29,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","52","52","Day1"
"ind11051",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","52","52","Day1"
"ind2151",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","52","52","Day1"
"ind3151",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","52","52","Day1"
"ind4151",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","52","52","Day1"
"ind5151",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","52","52","Day1"
"ind6151",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","52","52","Day1"
"ind7151",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","52","52","Day1"
"ind8151",30,180,30,15,15,0,0,0,0,0,1,15,11,"Higher Infection Resistance","52","52","Day1"
"ind9151",30,180,30,12,12,0,0,0,0,0,1,12,12,"Higher Infection Resistance","52","52","Day1"
"ind10151",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","52","52","Day1"
"ind11153",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","52","52","Day1"
"ind12152",30,180,30,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","52","52","Day1"
"ind13151",30,180,29,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","52","52","Day1"
"ind14151",30,180,29,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","52","52","Day1"
"ind15151",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","52","52","Day1"
"ind16151",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","52","52","Day1"
"ind17151",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","52","52","Day1"
"ind18151",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","52","52","Day1"
"ind19151",30,180,29,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","52","52","Day1"
"ind20151",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","52","52","Day1"
"ind1200",30,180,29,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","53","53","Day1"
"ind262",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","53","53","Day1"
"ind362",30,180,29,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","53","53","Day1"
"ind462",30,180,30,19,19,0,0,0,0,0,1,19,15,"Higher Clearance","53","53","Day1"
"ind562",30,180,29,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","53","53","Day1"
"ind662",30,180,29,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","53","53","Day1"
"ind762",30,180,30,21,21,0,0,0,0,0,1,21,21,"Higher Clearance","53","53","Day1"
"ind862",30,180,30,19,19,0,0,0,0,0,1,19,15,"Higher Clearance","53","53","Day1"
"ind962",30,180,30,24,24,0,0,0,0,0,1,24,22,"Higher Clearance","53","53","Day1"
"ind1062",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","53","53","Day1"
"ind11100",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","53","53","Day1"
"ind1263",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","53","53","Day1"
"ind1362",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Clearance","53","53","Day1"
"ind1462",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","53","53","Day1"
"ind1562",30,180,30,19,19,0,0,0,0,0,1,19,14,"Higher Clearance","53","53","Day1"
"ind1662",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","53","53","Day1"
"ind1762",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","53","53","Day1"
"ind1862",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Clearance","53","53","Day1"
"ind1962",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Clearance","53","53","Day1"
"ind2062",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","53","53","Day1"
"ind11052",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","53","53","Day1"
"ind2152",30,180,30,9,9,0,0,0,0,0,1,9,8,"Higher Infection Resistance","53","53","Day1"
"ind3152",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","53","53","Day1"
"ind4152",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","53","53","Day1"
"ind5152",30,180,30,9,9,0,0,0,0,0,1,9,9,"Higher Infection Resistance","53","53","Day1"
"ind6152",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","53","53","Day1"
"ind7152",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","53","53","Day1"
"ind8152",30,180,30,10,10,0,0,0,0,0,1,10,10,"Higher Infection Resistance","53","53","Day1"
"ind9152",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","53","53","Day1"
"ind10152",30,180,30,14,14,0,0,0,0,0,1,14,11,"Higher Infection Resistance","53","53","Day1"
"ind11154",30,180,29,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","53","53","Day1"
"ind12153",30,180,29,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","53","53","Day1"
"ind13152",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","53","53","Day1"
"ind14152",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","53","53","Day1"
"ind15152",30,180,30,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","53","53","Day1"
"ind16152",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","53","53","Day1"
"ind17152",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","53","53","Day1"
"ind18152",30,180,29,18,18,0,0,0,0,0,1,18,16,"Higher Infection Resistance","53","53","Day1"
"ind19152",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","53","53","Day1"
"ind20152",30,180,29,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","53","53","Day1"
"ind1201",30,180,30,20,20,0,0,0,0,0,1,20,20,"Higher Clearance","54","54","Day1"
"ind263",30,180,29,24,24,0,0,0,0,0,1,24,23,"Higher Clearance","54","54","Day1"
"ind363",30,180,29,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","54","54","Day1"
"ind463",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","54","54","Day1"
"ind563",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","54","54","Day1"
"ind663",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","54","54","Day1"
"ind763",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","54","54","Day1"
"ind863",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","54","54","Day1"
"ind963",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","54","54","Day1"
"ind1063",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","54","54","Day1"
"ind11101",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","54","54","Day1"
"ind1264",30,180,30,25,25,0,0,0,0,0,1,25,23,"Higher Clearance","54","54","Day1"
"ind1363",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","54","54","Day1"
"ind1463",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","54","54","Day1"
"ind1563",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","54","54","Day1"
"ind1663",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Clearance","54","54","Day1"
"ind1763",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Clearance","54","54","Day1"
"ind1863",30,180,29,14,14,0,0,0,0,0,1,14,12,"Higher Clearance","54","54","Day1"
"ind1963",30,180,30,22,22,0,0,0,0,0,1,22,18,"Higher Clearance","54","54","Day1"
"ind2063",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","54","54","Day1"
"ind11053",30,180,29,12,12,0,0,0,0,0,1,12,11,"Higher Infection Resistance","54","54","Day1"
"ind2153",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","54","54","Day1"
"ind3153",30,180,28,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","54","54","Day1"
"ind4153",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","54","54","Day1"
"ind5153",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","54","54","Day1"
"ind6153",30,180,30,12,12,0,0,0,0,0,1,12,10,"Higher Infection Resistance","54","54","Day1"
"ind7153",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","54","54","Day1"
"ind8153",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","54","54","Day1"
"ind9153",30,180,29,20,20,0,0,0,0,0,1,20,16,"Higher Infection Resistance","54","54","Day1"
"ind10153",30,180,30,11,11,0,0,0,0,0,1,11,9,"Higher Infection Resistance","54","54","Day1"
"ind11155",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","54","54","Day1"
"ind12154",30,180,28,18,18,0,0,0,0,0,1,18,14,"Higher Infection Resistance","54","54","Day1"
"ind13153",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","54","54","Day1"
"ind14153",30,180,30,11,11,0,0,0,0,0,1,11,9,"Higher Infection Resistance","54","54","Day1"
"ind15153",30,180,29,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","54","54","Day1"
"ind16153",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","54","54","Day1"
"ind17153",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Infection Resistance","54","54","Day1"
"ind18153",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","54","54","Day1"
"ind19153",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","54","54","Day1"
"ind20153",30,180,30,12,12,0,0,0,0,0,1,12,12,"Higher Infection Resistance","54","54","Day1"
"ind1202",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","55","55","Day1"
"ind264",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","55","55","Day1"
"ind364",30,180,29,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","55","55","Day1"
"ind464",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","55","55","Day1"
"ind564",30,180,29,21,21,0,0,0,0,0,1,21,16,"Higher Clearance","55","55","Day1"
"ind664",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","55","55","Day1"
"ind764",30,180,30,20,20,0,0,0,0,0,1,20,16,"Higher Clearance","55","55","Day1"
"ind864",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Clearance","55","55","Day1"
"ind964",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","55","55","Day1"
"ind1064",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","55","55","Day1"
"ind11102",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Clearance","55","55","Day1"
"ind1265",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","55","55","Day1"
"ind1364",30,180,29,24,24,0,0,0,0,0,1,24,24,"Higher Clearance","55","55","Day1"
"ind1464",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","55","55","Day1"
"ind1564",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","55","55","Day1"
"ind1664",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","55","55","Day1"
"ind1764",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","55","55","Day1"
"ind1864",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","55","55","Day1"
"ind1964",30,180,29,21,21,0,0,0,0,0,1,21,17,"Higher Clearance","55","55","Day1"
"ind2064",30,180,30,20,20,0,0,0,0,0,1,20,16,"Higher Clearance","55","55","Day1"
"ind11054",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Infection Resistance","55","55","Day1"
"ind2154",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","55","55","Day1"
"ind3154",30,180,30,12,12,0,0,0,0,0,1,12,12,"Higher Infection Resistance","55","55","Day1"
"ind4154",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","55","55","Day1"
"ind5154",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","55","55","Day1"
